"rgn_id","product","year","gapfilled","method"
1852,"corals",2016,1,"prod_average"
1853,"corals",2016,1,"prod_average"
1854,"corals",2016,1,"prod_average"
1856,"corals",2016,1,"prod_average"
1857,"corals",2016,1,"prod_average"
1859,"corals",2016,1,"prod_average"
1860,"corals",2016,1,"prod_average"
1865,"corals",2016,1,"prod_average"
1866,"corals",2016,1,"prod_average"
1867,"corals",2016,1,"prod_average"
1868,"corals",2016,1,"prod_average"
1870,"corals",2016,1,"prod_average"
1871,"corals",2016,1,"prod_average"
1874,"corals",2016,1,"prod_average"
1902,"corals",2016,1,"prod_average"
1903,"corals",2016,1,"prod_average"
1911,"corals",2016,1,"prod_average"
1913,"corals",2016,1,"prod_average"
1917,"corals",2016,1,"prod_average"
1919,"corals",2016,1,"prod_average"
1920,"corals",2016,1,"prod_average"
1923,"corals",2016,1,"prod_average"
1924,"corals",2016,1,"prod_average"
1925,"corals",2016,1,"prod_average"
1926,"corals",2016,1,"prod_average"
1927,"corals",2016,1,"prod_average"
1928,"corals",2016,1,"prod_average"
1929,"corals",2016,1,"prod_average"
1931,"corals",2016,1,"prod_average"
1933,"corals",2016,1,"prod_average"
1936,"corals",2016,1,"prod_average"
1938,"corals",2016,1,"prod_average"
1939,"corals",2016,1,"prod_average"
1940,"corals",2016,1,"prod_average"
1941,"corals",2016,1,"prod_average"
1942,"corals",2016,1,"prod_average"
1943,"corals",2016,1,"prod_average"
2002,"corals",2016,1,"prod_average"
2003,"corals",2016,1,"prod_average"
2004,"corals",2016,1,"prod_average"
2012,"corals",2016,1,"prod_average"
2014,"corals",2016,1,"prod_average"
2015,"corals",2016,1,"prod_average"
2017,"corals",2016,1,"prod_average"
2018,"corals",2016,1,"prod_average"
2019,"corals",2016,1,"prod_average"
2020,"corals",2016,1,"prod_average"
2022,"corals",2016,1,"prod_average"
2023,"corals",2016,1,"prod_average"
2024,"corals",2016,1,"prod_average"
2025,"corals",2016,1,"prod_average"
2027,"corals",2016,1,"prod_average"
2028,"corals",2016,1,"prod_average"
2030,"corals",2016,1,"prod_average"
1804,"corals",2017,1,"prod_average"
1805,"corals",2017,1,"prod_average"
1811,"corals",2017,1,"prod_average"
1812,"corals",2017,1,"prod_average"
1813,"corals",2017,1,"prod_average"
1815,"corals",2017,1,"prod_average"
1816,"corals",2017,1,"prod_average"
1818,"corals",2017,1,"prod_average"
1820,"corals",2017,1,"prod_average"
1822,"corals",2017,1,"prod_average"
1824,"corals",2017,1,"prod_average"
1827,"corals",2017,1,"prod_average"
1828,"corals",2017,1,"prod_average"
1832,"corals",2017,1,"prod_average"
1833,"corals",2017,1,"prod_average"
1834,"corals",2017,1,"prod_average"
1835,"corals",2017,1,"prod_average"
1836,"corals",2017,1,"prod_average"
1837,"corals",2017,1,"prod_average"
1838,"corals",2017,1,"prod_average"
1840,"corals",2017,1,"prod_average"
1841,"corals",2017,1,"prod_average"
1845,"corals",2017,1,"prod_average"
1848,"corals",2017,1,"prod_average"
1849,"corals",2017,1,"prod_average"
1850,"corals",2017,1,"prod_average"
1851,"corals",2017,1,"prod_average"
1852,"corals",2017,1,"prod_average"
1853,"corals",2017,1,"prod_average"
1854,"corals",2017,1,"prod_average"
1856,"corals",2017,1,"prod_average"
1857,"corals",2017,1,"prod_average"
1859,"corals",2017,1,"prod_average"
1860,"corals",2017,1,"prod_average"
1865,"corals",2017,1,"prod_average"
1866,"corals",2017,1,"prod_average"
1867,"corals",2017,1,"prod_average"
1868,"corals",2017,1,"prod_average"
1870,"corals",2017,1,"prod_average"
1871,"corals",2017,1,"prod_average"
1874,"corals",2017,1,"prod_average"
1902,"corals",2017,1,"prod_average"
1903,"corals",2017,1,"prod_average"
1911,"corals",2017,1,"prod_average"
1913,"corals",2017,1,"prod_average"
1917,"corals",2017,1,"prod_average"
1919,"corals",2017,1,"prod_average"
1920,"corals",2017,1,"prod_average"
1923,"corals",2017,1,"prod_average"
1924,"corals",2017,1,"prod_average"
1925,"corals",2017,1,"prod_average"
1926,"corals",2017,1,"prod_average"
1927,"corals",2017,1,"prod_average"
1928,"corals",2017,1,"prod_average"
1929,"corals",2017,1,"prod_average"
1931,"corals",2017,1,"prod_average"
1933,"corals",2017,1,"prod_average"
1936,"corals",2017,1,"prod_average"
1938,"corals",2017,1,"prod_average"
1939,"corals",2017,1,"prod_average"
1940,"corals",2017,1,"prod_average"
1941,"corals",2017,1,"prod_average"
1942,"corals",2017,1,"prod_average"
1943,"corals",2017,1,"prod_average"
2002,"corals",2017,1,"prod_average"
2003,"corals",2017,1,"prod_average"
2004,"corals",2017,1,"prod_average"
2012,"corals",2017,1,"prod_average"
2014,"corals",2017,1,"prod_average"
2015,"corals",2017,1,"prod_average"
2017,"corals",2017,1,"prod_average"
2018,"corals",2017,1,"prod_average"
2019,"corals",2017,1,"prod_average"
2020,"corals",2017,1,"prod_average"
2022,"corals",2017,1,"prod_average"
2023,"corals",2017,1,"prod_average"
2024,"corals",2017,1,"prod_average"
2025,"corals",2017,1,"prod_average"
2027,"corals",2017,1,"prod_average"
2028,"corals",2017,1,"prod_average"
2030,"corals",2017,1,"prod_average"
1804,"corals",2018,1,"prod_average"
1805,"corals",2018,1,"prod_average"
1811,"corals",2018,1,"prod_average"
1812,"corals",2018,1,"prod_average"
1813,"corals",2018,1,"prod_average"
1815,"corals",2018,1,"prod_average"
1816,"corals",2018,1,"prod_average"
1818,"corals",2018,1,"prod_average"
1820,"corals",2018,1,"prod_average"
1822,"corals",2018,1,"prod_average"
1824,"corals",2018,1,"prod_average"
1827,"corals",2018,1,"prod_average"
1828,"corals",2018,1,"prod_average"
1832,"corals",2018,1,"prod_average"
1833,"corals",2018,1,"prod_average"
1834,"corals",2018,1,"prod_average"
1835,"corals",2018,1,"prod_average"
1836,"corals",2018,1,"prod_average"
1837,"corals",2018,1,"prod_average"
1838,"corals",2018,1,"prod_average"
1840,"corals",2018,1,"prod_average"
1841,"corals",2018,1,"prod_average"
1845,"corals",2018,1,"prod_average"
1848,"corals",2018,1,"prod_average"
1849,"corals",2018,1,"prod_average"
1850,"corals",2018,1,"prod_average"
1851,"corals",2018,1,"prod_average"
1852,"corals",2018,1,"prod_average"
1853,"corals",2018,1,"prod_average"
1854,"corals",2018,1,"prod_average"
1856,"corals",2018,1,"prod_average"
1857,"corals",2018,1,"prod_average"
1859,"corals",2018,1,"prod_average"
1860,"corals",2018,1,"prod_average"
1865,"corals",2018,1,"prod_average"
1866,"corals",2018,1,"prod_average"
1867,"corals",2018,1,"prod_average"
1868,"corals",2018,1,"prod_average"
1870,"corals",2018,1,"prod_average"
1871,"corals",2018,1,"prod_average"
1874,"corals",2018,1,"prod_average"
1902,"corals",2018,1,"prod_average"
1903,"corals",2018,1,"prod_average"
1911,"corals",2018,1,"prod_average"
1913,"corals",2018,1,"prod_average"
1917,"corals",2018,1,"prod_average"
1919,"corals",2018,1,"prod_average"
1920,"corals",2018,1,"prod_average"
1923,"corals",2018,1,"prod_average"
1924,"corals",2018,1,"prod_average"
1925,"corals",2018,1,"prod_average"
1926,"corals",2018,1,"prod_average"
1927,"corals",2018,1,"prod_average"
1928,"corals",2018,1,"prod_average"
1929,"corals",2018,1,"prod_average"
1931,"corals",2018,1,"prod_average"
1933,"corals",2018,1,"prod_average"
1936,"corals",2018,1,"prod_average"
1938,"corals",2018,1,"prod_average"
1939,"corals",2018,1,"prod_average"
1940,"corals",2018,1,"prod_average"
1941,"corals",2018,1,"prod_average"
1942,"corals",2018,1,"prod_average"
1943,"corals",2018,1,"prod_average"
2002,"corals",2018,1,"prod_average"
2003,"corals",2018,1,"prod_average"
2004,"corals",2018,1,"prod_average"
2012,"corals",2018,1,"prod_average"
2014,"corals",2018,1,"prod_average"
2015,"corals",2018,1,"prod_average"
2017,"corals",2018,1,"prod_average"
2018,"corals",2018,1,"prod_average"
2019,"corals",2018,1,"prod_average"
2020,"corals",2018,1,"prod_average"
2022,"corals",2018,1,"prod_average"
2023,"corals",2018,1,"prod_average"
2024,"corals",2018,1,"prod_average"
2025,"corals",2018,1,"prod_average"
2027,"corals",2018,1,"prod_average"
2028,"corals",2018,1,"prod_average"
2030,"corals",2018,1,"prod_average"
1804,"corals",2019,1,"prod_average"
1805,"corals",2019,1,"prod_average"
1811,"corals",2019,1,"prod_average"
1812,"corals",2019,1,"prod_average"
1813,"corals",2019,1,"prod_average"
1815,"corals",2019,1,"prod_average"
1816,"corals",2019,1,"prod_average"
1818,"corals",2019,1,"prod_average"
1820,"corals",2019,1,"prod_average"
1822,"corals",2019,1,"prod_average"
1824,"corals",2019,1,"prod_average"
1827,"corals",2019,1,"prod_average"
1828,"corals",2019,1,"prod_average"
1832,"corals",2019,1,"prod_average"
1833,"corals",2019,1,"prod_average"
1834,"corals",2019,1,"prod_average"
1835,"corals",2019,1,"prod_average"
1836,"corals",2019,1,"prod_average"
1837,"corals",2019,1,"prod_average"
1838,"corals",2019,1,"prod_average"
1840,"corals",2019,1,"prod_average"
1841,"corals",2019,1,"prod_average"
1845,"corals",2019,1,"prod_average"
1848,"corals",2019,1,"prod_average"
1849,"corals",2019,1,"prod_average"
1850,"corals",2019,1,"prod_average"
1851,"corals",2019,1,"prod_average"
1852,"corals",2019,1,"prod_average"
1853,"corals",2019,1,"prod_average"
1854,"corals",2019,1,"prod_average"
1856,"corals",2019,1,"prod_average"
1857,"corals",2019,1,"prod_average"
1859,"corals",2019,1,"prod_average"
1860,"corals",2019,1,"prod_average"
1865,"corals",2019,1,"prod_average"
1866,"corals",2019,1,"prod_average"
1867,"corals",2019,1,"prod_average"
1868,"corals",2019,1,"prod_average"
1870,"corals",2019,1,"prod_average"
1871,"corals",2019,1,"prod_average"
1874,"corals",2019,1,"prod_average"
1902,"corals",2019,1,"prod_average"
1903,"corals",2019,1,"prod_average"
1911,"corals",2019,1,"prod_average"
1913,"corals",2019,1,"prod_average"
1917,"corals",2019,1,"prod_average"
1919,"corals",2019,1,"prod_average"
1920,"corals",2019,1,"prod_average"
1923,"corals",2019,1,"prod_average"
1924,"corals",2019,1,"prod_average"
1925,"corals",2019,1,"prod_average"
1926,"corals",2019,1,"prod_average"
1927,"corals",2019,1,"prod_average"
1928,"corals",2019,1,"prod_average"
1929,"corals",2019,1,"prod_average"
1931,"corals",2019,1,"prod_average"
1933,"corals",2019,1,"prod_average"
1936,"corals",2019,1,"prod_average"
1938,"corals",2019,1,"prod_average"
1939,"corals",2019,1,"prod_average"
1940,"corals",2019,1,"prod_average"
1941,"corals",2019,1,"prod_average"
1942,"corals",2019,1,"prod_average"
1943,"corals",2019,1,"prod_average"
2002,"corals",2019,1,"prod_average"
2003,"corals",2019,1,"prod_average"
2004,"corals",2019,1,"prod_average"
2012,"corals",2019,1,"prod_average"
2014,"corals",2019,1,"prod_average"
2015,"corals",2019,1,"prod_average"
2017,"corals",2019,1,"prod_average"
2018,"corals",2019,1,"prod_average"
2019,"corals",2019,1,"prod_average"
2020,"corals",2019,1,"prod_average"
2022,"corals",2019,1,"prod_average"
2023,"corals",2019,1,"prod_average"
2024,"corals",2019,1,"prod_average"
2025,"corals",2019,1,"prod_average"
2027,"corals",2019,1,"prod_average"
2028,"corals",2019,1,"prod_average"
2030,"corals",2019,1,"prod_average"
1804,"seaweeds",2000,0,NA
1805,"seaweeds",2000,0,NA
1811,"seaweeds",2000,0,NA
1812,"seaweeds",2000,0,NA
1813,"seaweeds",2000,0,NA
1815,"seaweeds",2000,0,NA
1816,"seaweeds",2000,0,NA
1818,"seaweeds",2000,0,NA
1820,"seaweeds",2000,0,NA
1822,"seaweeds",2000,0,NA
1824,"seaweeds",2000,0,NA
1827,"seaweeds",2000,0,NA
1828,"seaweeds",2000,0,NA
1832,"seaweeds",2000,0,NA
1833,"seaweeds",2000,0,NA
1834,"seaweeds",2000,0,NA
1835,"seaweeds",2000,0,NA
1836,"seaweeds",2000,0,NA
1837,"seaweeds",2000,0,NA
1838,"seaweeds",2000,0,NA
1840,"seaweeds",2000,0,NA
1841,"seaweeds",2000,0,NA
1845,"seaweeds",2000,0,NA
1848,"seaweeds",2000,0,NA
1849,"seaweeds",2000,0,NA
1850,"seaweeds",2000,0,NA
1851,"seaweeds",2000,0,NA
1852,"seaweeds",2000,0,NA
1853,"seaweeds",2000,0,NA
1854,"seaweeds",2000,0,NA
1856,"seaweeds",2000,0,NA
1857,"seaweeds",2000,0,NA
1859,"seaweeds",2000,0,NA
1860,"seaweeds",2000,0,NA
1865,"seaweeds",2000,0,NA
1866,"seaweeds",2000,0,NA
1867,"seaweeds",2000,0,NA
1868,"seaweeds",2000,0,NA
1870,"seaweeds",2000,0,NA
1871,"seaweeds",2000,0,NA
1874,"seaweeds",2000,0,NA
1902,"seaweeds",2000,0,NA
1903,"seaweeds",2000,0,NA
1911,"seaweeds",2000,0,NA
1913,"seaweeds",2000,0,NA
1917,"seaweeds",2000,0,NA
1919,"seaweeds",2000,0,NA
1920,"seaweeds",2000,0,NA
1923,"seaweeds",2000,0,NA
1924,"seaweeds",2000,0,NA
1925,"seaweeds",2000,0,NA
1926,"seaweeds",2000,0,NA
1927,"seaweeds",2000,0,NA
1928,"seaweeds",2000,0,NA
1929,"seaweeds",2000,0,NA
1931,"seaweeds",2000,0,NA
1933,"seaweeds",2000,0,NA
1936,"seaweeds",2000,0,NA
1938,"seaweeds",2000,0,NA
1939,"seaweeds",2000,0,NA
1940,"seaweeds",2000,0,NA
1941,"seaweeds",2000,0,NA
1942,"seaweeds",2000,0,NA
1943,"seaweeds",2000,0,NA
2002,"seaweeds",2000,0,NA
2003,"seaweeds",2000,0,NA
2004,"seaweeds",2000,0,NA
2012,"seaweeds",2000,0,NA
2014,"seaweeds",2000,0,NA
2015,"seaweeds",2000,0,NA
2017,"seaweeds",2000,0,NA
2018,"seaweeds",2000,0,NA
2019,"seaweeds",2000,0,NA
2020,"seaweeds",2000,0,NA
2022,"seaweeds",2000,0,NA
2023,"seaweeds",2000,0,NA
2024,"seaweeds",2000,0,NA
2025,"seaweeds",2000,0,NA
2027,"seaweeds",2000,0,NA
2028,"seaweeds",2000,0,NA
2030,"seaweeds",2000,0,NA
1804,"seaweeds",2001,0,NA
1805,"seaweeds",2001,0,NA
1811,"seaweeds",2001,0,NA
1812,"seaweeds",2001,0,NA
1813,"seaweeds",2001,0,NA
1815,"seaweeds",2001,0,NA
1816,"seaweeds",2001,0,NA
1818,"seaweeds",2001,0,NA
1820,"seaweeds",2001,0,NA
1822,"seaweeds",2001,0,NA
1824,"seaweeds",2001,0,NA
1827,"seaweeds",2001,0,NA
1828,"seaweeds",2001,0,NA
1832,"seaweeds",2001,0,NA
1833,"seaweeds",2001,0,NA
1834,"seaweeds",2001,0,NA
1835,"seaweeds",2001,0,NA
1836,"seaweeds",2001,0,NA
1837,"seaweeds",2001,0,NA
1838,"seaweeds",2001,0,NA
1840,"seaweeds",2001,0,NA
1841,"seaweeds",2001,0,NA
1845,"seaweeds",2001,0,NA
1848,"seaweeds",2001,0,NA
1849,"seaweeds",2001,0,NA
1850,"seaweeds",2001,0,NA
1851,"seaweeds",2001,0,NA
1852,"seaweeds",2001,0,NA
1853,"seaweeds",2001,0,NA
1854,"seaweeds",2001,0,NA
1856,"seaweeds",2001,0,NA
1857,"seaweeds",2001,0,NA
1859,"seaweeds",2001,0,NA
1860,"seaweeds",2001,0,NA
1865,"seaweeds",2001,0,NA
1866,"seaweeds",2001,0,NA
1867,"seaweeds",2001,0,NA
1868,"seaweeds",2001,0,NA
1870,"seaweeds",2001,0,NA
1871,"seaweeds",2001,0,NA
1874,"seaweeds",2001,0,NA
1902,"seaweeds",2001,0,NA
1903,"seaweeds",2001,0,NA
1911,"seaweeds",2001,0,NA
1913,"seaweeds",2001,0,NA
1917,"seaweeds",2001,0,NA
1919,"seaweeds",2001,0,NA
1920,"seaweeds",2001,0,NA
1923,"seaweeds",2001,0,NA
1924,"seaweeds",2001,0,NA
1925,"seaweeds",2001,0,NA
1926,"seaweeds",2001,0,NA
1927,"seaweeds",2001,0,NA
1928,"seaweeds",2001,0,NA
1929,"seaweeds",2001,0,NA
1931,"seaweeds",2001,0,NA
1933,"seaweeds",2001,0,NA
1936,"seaweeds",2001,0,NA
1938,"seaweeds",2001,0,NA
1939,"seaweeds",2001,0,NA
1940,"seaweeds",2001,0,NA
1941,"seaweeds",2001,0,NA
1942,"seaweeds",2001,0,NA
1943,"seaweeds",2001,0,NA
2002,"seaweeds",2001,0,NA
2003,"seaweeds",2001,0,NA
2004,"seaweeds",2001,0,NA
2012,"seaweeds",2001,0,NA
2014,"seaweeds",2001,0,NA
2015,"seaweeds",2001,0,NA
2017,"seaweeds",2001,0,NA
2018,"seaweeds",2001,0,NA
2019,"seaweeds",2001,0,NA
2020,"seaweeds",2001,0,NA
2022,"seaweeds",2001,0,NA
2023,"seaweeds",2001,0,NA
2024,"seaweeds",2001,0,NA
2025,"seaweeds",2001,0,NA
2027,"seaweeds",2001,0,NA
2028,"seaweeds",2001,0,NA
2030,"seaweeds",2001,0,NA
1804,"seaweeds",2002,0,NA
1805,"seaweeds",2002,0,NA
1811,"seaweeds",2002,0,NA
1812,"seaweeds",2002,0,NA
1813,"seaweeds",2002,0,NA
1815,"seaweeds",2002,0,NA
1816,"seaweeds",2002,0,NA
1818,"seaweeds",2002,0,NA
1820,"seaweeds",2002,0,NA
1822,"seaweeds",2002,0,NA
1824,"seaweeds",2002,0,NA
1827,"seaweeds",2002,0,NA
1828,"seaweeds",2002,0,NA
1832,"seaweeds",2002,0,NA
1833,"seaweeds",2002,0,NA
1834,"seaweeds",2002,0,NA
1835,"seaweeds",2002,0,NA
1836,"seaweeds",2002,0,NA
1837,"seaweeds",2002,0,NA
1838,"seaweeds",2002,0,NA
1840,"seaweeds",2002,0,NA
1841,"seaweeds",2002,0,NA
1845,"seaweeds",2002,0,NA
1848,"seaweeds",2002,0,NA
1849,"seaweeds",2002,0,NA
1850,"seaweeds",2002,0,NA
1851,"seaweeds",2002,0,NA
1852,"seaweeds",2002,0,NA
1853,"seaweeds",2002,0,NA
1854,"seaweeds",2002,0,NA
1856,"seaweeds",2002,0,NA
1857,"seaweeds",2002,0,NA
1859,"seaweeds",2002,0,NA
1860,"seaweeds",2002,0,NA
1865,"seaweeds",2002,0,NA
1866,"seaweeds",2002,0,NA
1867,"seaweeds",2002,0,NA
1868,"seaweeds",2002,0,NA
1870,"seaweeds",2002,0,NA
1871,"seaweeds",2002,0,NA
1874,"seaweeds",2002,0,NA
1902,"seaweeds",2002,0,NA
1903,"seaweeds",2002,0,NA
1911,"seaweeds",2002,0,NA
1913,"seaweeds",2002,0,NA
1917,"seaweeds",2002,0,NA
1919,"seaweeds",2002,0,NA
1920,"seaweeds",2002,0,NA
1923,"seaweeds",2002,0,NA
1924,"seaweeds",2002,0,NA
1925,"seaweeds",2002,0,NA
1926,"seaweeds",2002,0,NA
1927,"seaweeds",2002,0,NA
1928,"seaweeds",2002,0,NA
1929,"seaweeds",2002,0,NA
1931,"seaweeds",2002,0,NA
1933,"seaweeds",2002,0,NA
1936,"seaweeds",2002,0,NA
1938,"seaweeds",2002,0,NA
1939,"seaweeds",2002,0,NA
1940,"seaweeds",2002,0,NA
1941,"seaweeds",2002,0,NA
1942,"seaweeds",2002,0,NA
1943,"seaweeds",2002,0,NA
2002,"seaweeds",2002,0,NA
2003,"seaweeds",2002,0,NA
2004,"seaweeds",2002,0,NA
2012,"seaweeds",2002,0,NA
2014,"seaweeds",2002,0,NA
2015,"seaweeds",2002,0,NA
2017,"seaweeds",2002,0,NA
2018,"seaweeds",2002,0,NA
2019,"seaweeds",2002,0,NA
2020,"seaweeds",2002,0,NA
2022,"seaweeds",2002,0,NA
2023,"seaweeds",2002,0,NA
2024,"seaweeds",2002,0,NA
2025,"seaweeds",2002,0,NA
2027,"seaweeds",2002,0,NA
2028,"seaweeds",2002,0,NA
2030,"seaweeds",2002,0,NA
1804,"seaweeds",2003,0,NA
1805,"seaweeds",2003,0,NA
1811,"seaweeds",2003,0,NA
1812,"seaweeds",2003,0,NA
1813,"seaweeds",2003,0,NA
1815,"seaweeds",2003,0,NA
1816,"seaweeds",2003,0,NA
1818,"seaweeds",2003,0,NA
1820,"seaweeds",2003,0,NA
1822,"seaweeds",2003,0,NA
1824,"seaweeds",2003,0,NA
1827,"seaweeds",2003,0,NA
1828,"seaweeds",2003,0,NA
1832,"seaweeds",2003,0,NA
1833,"seaweeds",2003,0,NA
1834,"seaweeds",2003,0,NA
1835,"seaweeds",2003,0,NA
1836,"seaweeds",2003,0,NA
1837,"seaweeds",2003,0,NA
1838,"seaweeds",2003,0,NA
1840,"seaweeds",2003,0,NA
1841,"seaweeds",2003,0,NA
1845,"seaweeds",2003,0,NA
1848,"seaweeds",2003,0,NA
1849,"seaweeds",2003,0,NA
1850,"seaweeds",2003,0,NA
1851,"seaweeds",2003,0,NA
1852,"seaweeds",2003,0,NA
1853,"seaweeds",2003,0,NA
1854,"seaweeds",2003,0,NA
1856,"seaweeds",2003,0,NA
1857,"seaweeds",2003,0,NA
1859,"seaweeds",2003,0,NA
1860,"seaweeds",2003,0,NA
1865,"seaweeds",2003,0,NA
1866,"seaweeds",2003,0,NA
1867,"seaweeds",2003,0,NA
1868,"seaweeds",2003,0,NA
1870,"seaweeds",2003,0,NA
1871,"seaweeds",2003,0,NA
1874,"seaweeds",2003,0,NA
1902,"seaweeds",2003,0,NA
1903,"seaweeds",2003,0,NA
1911,"seaweeds",2003,0,NA
1913,"seaweeds",2003,0,NA
1917,"seaweeds",2003,0,NA
1919,"seaweeds",2003,0,NA
1920,"seaweeds",2003,0,NA
1923,"seaweeds",2003,0,NA
1924,"seaweeds",2003,0,NA
1925,"seaweeds",2003,0,NA
1926,"seaweeds",2003,0,NA
1927,"seaweeds",2003,0,NA
1928,"seaweeds",2003,0,NA
1929,"seaweeds",2003,0,NA
1931,"seaweeds",2003,0,NA
1933,"seaweeds",2003,0,NA
1936,"seaweeds",2003,0,NA
1938,"seaweeds",2003,0,NA
1939,"seaweeds",2003,0,NA
1940,"seaweeds",2003,0,NA
1941,"seaweeds",2003,0,NA
1942,"seaweeds",2003,0,NA
1943,"seaweeds",2003,0,NA
2002,"seaweeds",2003,0,NA
2003,"seaweeds",2003,0,NA
2004,"seaweeds",2003,0,NA
2012,"seaweeds",2003,0,NA
2014,"seaweeds",2003,0,NA
2015,"seaweeds",2003,0,NA
2017,"seaweeds",2003,0,NA
2018,"seaweeds",2003,0,NA
2019,"seaweeds",2003,0,NA
2020,"seaweeds",2003,0,NA
2022,"seaweeds",2003,0,NA
2023,"seaweeds",2003,0,NA
2024,"seaweeds",2003,0,NA
2025,"seaweeds",2003,0,NA
2027,"seaweeds",2003,0,NA
2028,"seaweeds",2003,0,NA
2030,"seaweeds",2003,0,NA
1804,"seaweeds",2004,0,NA
1805,"seaweeds",2004,0,NA
1811,"seaweeds",2004,0,NA
1812,"seaweeds",2004,0,NA
1813,"seaweeds",2004,0,NA
1815,"seaweeds",2004,0,NA
1816,"seaweeds",2004,0,NA
1818,"seaweeds",2004,0,NA
1820,"seaweeds",2004,0,NA
1822,"seaweeds",2004,0,NA
1824,"seaweeds",2004,0,NA
1827,"seaweeds",2004,0,NA
1828,"seaweeds",2004,0,NA
1832,"seaweeds",2004,0,NA
1833,"seaweeds",2004,0,NA
1834,"seaweeds",2004,0,NA
1835,"seaweeds",2004,0,NA
1836,"seaweeds",2004,0,NA
1837,"seaweeds",2004,0,NA
1838,"seaweeds",2004,0,NA
1840,"seaweeds",2004,0,NA
1841,"seaweeds",2004,0,NA
1845,"seaweeds",2004,0,NA
1848,"seaweeds",2004,0,NA
1849,"seaweeds",2004,0,NA
1850,"seaweeds",2004,0,NA
1851,"seaweeds",2004,0,NA
1852,"seaweeds",2004,0,NA
1853,"seaweeds",2004,0,NA
1854,"seaweeds",2004,0,NA
1856,"seaweeds",2004,0,NA
1857,"seaweeds",2004,0,NA
1859,"seaweeds",2004,0,NA
1860,"seaweeds",2004,0,NA
1865,"seaweeds",2004,0,NA
1866,"seaweeds",2004,0,NA
1867,"seaweeds",2004,0,NA
1868,"seaweeds",2004,0,NA
1870,"seaweeds",2004,0,NA
1871,"seaweeds",2004,0,NA
1874,"seaweeds",2004,0,NA
1902,"seaweeds",2004,0,NA
1903,"seaweeds",2004,0,NA
1911,"seaweeds",2004,0,NA
1913,"seaweeds",2004,0,NA
1917,"seaweeds",2004,0,NA
1919,"seaweeds",2004,0,NA
1920,"seaweeds",2004,0,NA
1923,"seaweeds",2004,0,NA
1924,"seaweeds",2004,0,NA
1925,"seaweeds",2004,0,NA
1926,"seaweeds",2004,0,NA
1927,"seaweeds",2004,0,NA
1928,"seaweeds",2004,0,NA
1929,"seaweeds",2004,0,NA
1931,"seaweeds",2004,0,NA
1933,"seaweeds",2004,0,NA
1936,"seaweeds",2004,0,NA
1938,"seaweeds",2004,0,NA
1939,"seaweeds",2004,0,NA
1940,"seaweeds",2004,0,NA
1941,"seaweeds",2004,0,NA
1942,"seaweeds",2004,0,NA
1943,"seaweeds",2004,0,NA
2002,"seaweeds",2004,0,NA
2003,"seaweeds",2004,0,NA
2004,"seaweeds",2004,0,NA
2012,"seaweeds",2004,0,NA
2014,"seaweeds",2004,0,NA
2015,"seaweeds",2004,0,NA
2017,"seaweeds",2004,0,NA
2018,"seaweeds",2004,0,NA
2019,"seaweeds",2004,0,NA
2020,"seaweeds",2004,0,NA
2022,"seaweeds",2004,0,NA
2023,"seaweeds",2004,0,NA
2024,"seaweeds",2004,0,NA
2025,"seaweeds",2004,0,NA
2027,"seaweeds",2004,0,NA
2028,"seaweeds",2004,0,NA
2030,"seaweeds",2004,0,NA
1804,"seaweeds",2005,0,NA
1805,"seaweeds",2005,0,NA
1811,"seaweeds",2005,0,NA
1812,"seaweeds",2005,0,NA
1813,"seaweeds",2005,0,NA
1815,"seaweeds",2005,0,NA
1816,"seaweeds",2005,0,NA
1818,"seaweeds",2005,0,NA
1820,"seaweeds",2005,0,NA
1822,"seaweeds",2005,0,NA
1824,"seaweeds",2005,0,NA
1827,"seaweeds",2005,0,NA
1828,"seaweeds",2005,0,NA
1832,"seaweeds",2005,0,NA
1833,"seaweeds",2005,0,NA
1834,"seaweeds",2005,0,NA
1835,"seaweeds",2005,0,NA
1836,"seaweeds",2005,0,NA
1837,"seaweeds",2005,0,NA
1838,"seaweeds",2005,0,NA
1840,"seaweeds",2005,0,NA
1841,"seaweeds",2005,0,NA
1845,"seaweeds",2005,0,NA
1848,"seaweeds",2005,0,NA
1849,"seaweeds",2005,0,NA
1850,"seaweeds",2005,0,NA
1851,"seaweeds",2005,0,NA
1852,"seaweeds",2005,0,NA
1853,"seaweeds",2005,0,NA
1854,"seaweeds",2005,0,NA
1856,"seaweeds",2005,0,NA
1857,"seaweeds",2005,0,NA
1859,"seaweeds",2005,0,NA
1860,"seaweeds",2005,0,NA
1865,"seaweeds",2005,0,NA
1866,"seaweeds",2005,0,NA
1867,"seaweeds",2005,0,NA
1868,"seaweeds",2005,0,NA
1870,"seaweeds",2005,0,NA
1871,"seaweeds",2005,0,NA
1874,"seaweeds",2005,0,NA
1902,"seaweeds",2005,0,NA
1903,"seaweeds",2005,0,NA
1911,"seaweeds",2005,0,NA
1913,"seaweeds",2005,0,NA
1917,"seaweeds",2005,0,NA
1919,"seaweeds",2005,0,NA
1920,"seaweeds",2005,0,NA
1923,"seaweeds",2005,0,NA
1924,"seaweeds",2005,0,NA
1925,"seaweeds",2005,0,NA
1926,"seaweeds",2005,0,NA
1927,"seaweeds",2005,0,NA
1928,"seaweeds",2005,0,NA
1929,"seaweeds",2005,0,NA
1931,"seaweeds",2005,0,NA
1933,"seaweeds",2005,0,NA
1936,"seaweeds",2005,0,NA
